Senator,Estimated Holdings,Symbol,Company,Sector,Industry
Gary Peters (D-MI),"$75,300",ECL,Ecolab Inc,Public Utilities,Electric Utilities: Central
Amy Klobuchar (D-MN),"$75,100",FAEGX,Fidelity Equity Growth Fund,Public Utilities,Electric Utilities: Central
Richard Burr (R-NC),"$75,000",ENB,Enbridge Inc.,Public Utilities,Electric Utilities: Central
Sheldon Whitehouse (D-RI),"$75,000",UNP,Union Pacific Corp,Public Utilities,Electric Utilities: Central
Ted Cruz (R-TX),"$75,000",GSFRX,Goldman Sachs High Yield Fl Rate Institutional,Public Utilities,Electric Utilities: Central
Jon Tester (D-MT),"$74,800",AEP,"American Electric Power Company, Inc.",Public Utilities,Electric Utilities: Central
Angus King (D-ME),"$74,800",ECL,Ecolab Inc,Technology,Computer Communications Equipment
Chuck Grassley (R-IA),"$74,700",BIAGX,Brown Advisory Growth Equity Fund,Technology,Computer Communications Equipment
David Perdue (R-GA),"$74,600",ORCL,Oracle Corp,Technology,Computer Communications Equipment
John Hoeven (R-ND),"$74,400",CE,Celanese Corporation,Technology,Computer Communications Equipment
Susan Collins (R-ME),"$74,300",QCOM,Qualcomm Inc,Technology,Computer Communications Equipment
Richard Burr (R-NC),"$74,000",KMB,Kimberly-Clark Corp,Technology,Computer Communications Equipment
Gary Peters (D-MI),"$73,700",CLX,Clorox Co,Technology,Computer Communications Equipment
Kamala Harris (D-CA),"$73,400",VCSH,Vanguard Short-term Corporate Bond,Technology,Computer Communications Equipment
Ted Cruz (R-TX),"$73,200",GSTIX,Goldman Sachs Strategic Growth Institutional,Technology,Computer Communications Equipment
Patty Murray (D-WA),"$73,200",PTLDX,PIMCO Low Duration Institutional,Technology,Computer Communications Equipment
David Perdue (R-GA),"$72,900",DVN,Devon Energy,Technology,Computer Communications Equipment
Sheldon Whitehouse (D-RI),"$72,900",MLAAX,Mainstay Funds Large Cap Growth Fund,Technology,Computer Communications Equipment
Thom Tillis (R-NC),"$72,700",PTLDX,PIMCO Low Duration Institutional,Technology,Computer Communications Equipment
Kamala Harris (D-CA),"$72,500",VGT,Vanguard Information Technology ETF,Technology,Computer Communications Equipment
Angus King (D-ME),"$72,300",CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
Richard Burr (R-NC),"$72,200",ORKLY,Orkla As Spons ADR,Technology,Computer Communications Equipment
Rob Portman (R-OH),"$72,100",DFCEX,DFA Emerging Markets Core Equity Fund,Technology,Computer Communications Equipment
John Boozman (R-AR),"$71,700",PYPL,PayPal Holdings,Technology,Computer Communications Equipment
Gary Peters (D-MI),"$71,500",T,AT&T Inc,Technology,Computer Communications Equipment
Shelley Moore Capito (R-WV),"$71,400",KO,Coca-Cola Co,Technology,Computer Communications Equipment
Thad Cochran (R-MS),"$71,400",PG,Procter & Gamble,Technology,Computer Communications Equipment
Susan Collins (R-ME),"$70,500",DIS,The Walt Disney Co,Technology,Computer Communications Equipment
Gary Peters (D-MI),"$70,500",EGP,Eastgroup Properties,Technology,Computer Communications Equipment
John Hoeven (R-ND),"$70,500",FLMVX,JPMorgan MidCap Core Fund Mutual Fund,Technology,Computer Communications Equipment
Angus King (D-ME),"$70,400",FCNKX,Fidelity Contrafund,Technology,Computer Communications Equipment
Mike Enzi (R-WY),"$70,400",FCNKX,Fidelity Contrafund,Technology,Computer Communications Equipment
Maria Cantwell (D-WA),"$70,400",RNWK,RealNetworks Inc,Technology,Computer Communications Equipment
Shelley Moore Capito (R-WV),"$70,300",PAYX,Paychex Inc,Technology,Computer Communications Equipment
Chuck Grassley (R-IA),"$70,300",LZEMX,Lazard Emerging Markets Equity Fund,Technology,Computer Communications Equipment
Joe Manchin (D-WV),"$70,000",DFREX,DFA Real Estate Securities Fund,Technology,Computer Communications Equipment
Joe Manchin (D-WV),"$69,600",HBAN,Huntington Bancshares,Technology,Computer Communications Equipment
Dick Durbin (D-IL),"$69,500",RSP,Guggenheim S&P 500 Equal Weight,Technology,Computer Communications Equipment
John Boozman (R-AR),"$68,700",FBHS,Fortune Brands Home & Sec In,Technology,Computer Communications Equipment
David Perdue (R-GA),"$68,400",PRGFX,T Rowe Price Growth Stock Fund,Technology,Computer Communications Equipment
Tom Carper (D-DE),"$68,400",JNJ,Johnson & Johnson,Technology,Computer Communications Equipment
Ron Wyden (D-OR),"$68,100",PCBIX,PCBIX - Principal MidCap Institutional (NASDAQ)Fil,Technology,Computer Communications Equipment
Angus King (D-ME),"$68,000",VIMSX,US Mid-Cap Equity Index FunD,Technology,Computer Communications Equipment
Doug Jones (D-AL),"$68,000",MCI,Mass Mutual,Technology,Computer Communications Equipment
Richard Burr (R-NC),"$67,300",TRV,Travelers Companies,Technology,Computer Communications Equipment
Thad Cochran (R-MS),"$67,100",MDLZ,Kraft Foods,Technology,Computer Communications Equipment
Ben Cardin (D-MD),"$67,100",IJK,iShares S&P Mid Cap 400 Growth ETF,Technology,Computer Communications Equipment
Jack Reed (D-RI),"$67,000",XSD,SPDR S&amp;P Semiconductor ETF,Technology,Computer Communications Equipment
Kamala Harris (D-CA),"$66,900",SKYY,First Trust Cloud Computing ETF,Technology,Computer Communications Equipment
Sherrod Brown (D-OH),"$66,900",FMAGX,Fidelity Magellan Fund,Technology,Computer Communications Equipment
Chuck Grassley (R-IA),"$66,500",PGSGX,JP Morgan Dynamic Small Cap Gr Sel,Technology,Computer Communications Equipment
Gary Peters (D-MI),"$66,500",CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
John Boozman (R-AR),"$66,500",INTC,INTC-Intel Corp,Technology,Semiconductors
Tammy Duckworth (D-IL),"$66,500",EFG,iShares MSCI EAFE Growth ETF,Technology,Semiconductors
Rand Paul (R-KY),"$66,400",VBIAX,Vanguard Balanced Index,Technology,Semiconductors
David Perdue (R-GA),"$66,300",CVX,Chevron Corp,Technology,Semiconductors
John Boozman (R-AR),"$66,200",JNJ,Johnson & Johnson,Technology,Semiconductors
John Hoeven (R-ND),"$66,200",EXC,Exelon Corporation,Technology,Semiconductors
Sheldon Whitehouse (D-RI),"$66,200",VGHCX,Vanguard Health Care Inv Fund,Technology,Semiconductors
Gary Peters (D-MI),"$66,100",INTC,INTC-Intel Corp,Technology,Semiconductors
Ben Cardin (D-MD),"$66,100",VNQ,Vanguard REIT ETF,Technology,Semiconductors
Shelley Moore Capito (R-WV),"$65,900",ADI,"Analog Devices, Inc.",Technology,Semiconductors
Joni Ernst (R-IA),"$65,700",VAFNX,Invesco American Franchise Fund,Technology,Computer Communications Equipment
Kamala Harris (D-CA),"$65,700",FDN,First Trust Dow Jones Internet ETF,Technology,Computer Communications Equipment
Mitch McConnell (R-KY),"$65,500",MNNAX,Victory Munder Growth Opportunities,Technology,Computer Communications Equipment
Rob Portman (R-OH),"$65,400",VOX,Vanguard Telecommunication Services ETF,Technology,Computer Communications Equipment
Dianne Feinstein (D-CA),"$65,200",CB,Chubb Corp,Technology,Computer Communications Equipment
Shelley Moore Capito (R-WV),"$64,900",ES,Eversource Energy,Technology,Computer Communications Equipment
Shelley Moore Capito (R-WV),"$64,800",CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
John Boozman (R-AR),"$64,600",EMC,EMC Corp. Mass EMC,Technology,"Computer Software: Programming, Data Processing"
John Hoeven (R-ND),"$64,600",GOOG,Alphabet Inc.,Technology,"Computer Software: Programming, Data Processing"
John Hoeven (R-ND),"$64,400",CVX,Chevron Corp,Technology,Computer Communications Equipment
Chuck Grassley (R-IA),"$64,200",TEFRX,Templeton Foreign Fund,Technology,Computer Communications Equipment
Shelley Moore Capito (R-WV),"$64,200",PEP,Pepsico Inc,Technology,Computer Communications Equipment
Angus King (D-ME),"$64,100",TJX,TJX Companies,Technology,Computer Communications Equipment
Mazie K Hirono (D-HI),"$64,100",OPGIX,Oppenheimer Global A (NASDAQ),Technology,Computer Communications Equipment
Gary Peters (D-MI),"$64,000",TFC,BB&T Corp,Technology,Computer Communications Equipment
Sheldon Whitehouse (D-RI),"$63,800",QQQ,Power Shares QQQ Trust,Technology,Computer Communications Equipment
Rob Portman (R-OH),"$63,400",DCMSX,DFA Commodity Strategy Fund,Technology,Computer Communications Equipment
Gary Peters (D-MI),"$63,400",MDLZ,Kraft Foods,Technology,Computer Communications Equipment
Pat Roberts (R-KS),"$63,300",MSFT,Microsoft Corp,Technology,Computer Communications Equipment
Sheldon Whitehouse (D-RI),"$63,200",COV,Covidien PLC,Technology,Computer Communications Equipment
Sheldon Whitehouse (D-RI),"$63,200",BMY,Bristol-Myers Squibb,Technology,Computer Communications Equipment
Michael Bennet (D-CO),"$63,000",VIIIX,Vanguard Institutional Index,Technology,Computer Communications Equipment
Rand Paul (R-KY),"$62,800",VFIAX,Vanguard 500 Index Admiral Fund,Technology,Computer Communications Equipment
Angus King (D-ME),"$62,600",JNJ,Johnson & Johnson,Technology,Computer Communications Equipment
Angus King (D-ME),"$62,500",PEP,Pepsico Inc,Technology,Computer Communications Equipment
John Boozman (R-AR),"$62,500",EBAY,Ebay Inc,Technology,Computer Communications Equipment
Kamala Harris (D-CA),"$62,400",TPLGX,T Rowe Price Instl Large Cap Core Gr,Technology,Computer Communications Equipment
Mike Enzi (R-WY),"$62,400",VFINX,VFINX - Vanguard 500 Index Inv (NASDAQ),Technology,Computer Communications Equipment
Thad Cochran (R-MS),"$62,300",KR,Kroger Co,Technology,Computer Communications Equipment
Ted Cruz (R-TX),"$62,000",GGOIX,Goldman Sachs Growth Opportunities Institutional,Technology,Computer Communications Equipment
Barbara A Mikulski (D-MD),"$62,000",PRWCX,T Rowe Price Capital Appreciation,Technology,Computer Communications Equipment
Pat Toomey (R-PA),"$61,900",GLD,SPDR Gold Shares ETF,Technology,Computer Communications Equipment
Bob Casey (D-PA),"$61,800",FBGRX,Fidelity Blue Chip Growth,Technology,Computer Communications Equipment
Tom Carper (D-DE),"$61,600",FNIAX,Fidelity Advisor New Insights Fund,Technology,Computer Communications Equipment
Lindsey Graham (R-SC),"$61,500",VMRGX,Vanguard Morgan Growth Inv,Technology,Computer Communications Equipment
Bernie Sanders (D-VT),"$61,500",VCSRX,Valic Socially Resp Fund,Technology,Computer Communications Equipment
Pat Roberts (R-KS),"$61,400",JPM,JPMorgan Chase & Co,Technology,Computer Communications Equipment
Pat Toomey (R-PA),"$61,200",PPL,PPL,Technology,Computer Communications Equipment
James Lankford (R-OK),"$61,100",ICSFX,Invesco Comstock Fund,Technology,Computer Communications Equipment
David Perdue (R-GA),"$60,900",KMI,Kinder Morgan,Technology,Computer Communications Equipment
John Hoeven (R-ND),"$60,900",VDIGX,Vanguard Dividend Growth Fund,Technology,Computer Communications Equipment
Sheldon Whitehouse (D-RI),"$60,800",CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
Shelley Moore Capito (R-WV),"$60,800",WMT,Wal-Mart Stores,Technology,EDP Services
Roger Wicker (R-MS),"$60,700",ALTFX,AllianceBern Global Thematic Gr,Technology,EDP Services
Sheldon Whitehouse (D-RI),"$60,200",C,Citigroup Common Stock Fund,Technology,EDP Services
Tom Udall (D-NM),"$59,900",RPAI,Retail Properties of America,Technology,EDP Services
David Perdue (R-GA),"$59,900",PAGP,Plains GP Holdings,Technology,EDP Services
Sheldon Whitehouse (D-RI),"$59,800",TJX,TJX Companies,Technology,EDP Services
Tammy Duckworth (D-IL),"$59,800",SDY,SDY-SPDR S&P Dividend ETF,Technology,EDP Services
Bernie Sanders (D-VT),"$59,700",VCSMX,Valic Small Cap Fund,Technology,EDP Services
Susan Collins (R-ME),"$59,700",TSCO,Tractor Supply Company,Technology,EDP Services
Ben Cardin (D-MD),"$59,600",TLT,iShares 20+ Year Treasury Bond,Technology,EDP Services
David Perdue (R-GA),"$59,600",NFLX,Netflix Inc,Technology,EDP Services
John Boozman (R-AR),"$59,500",SHY,iShares 1-3 Year Treasury Bond ETF,Technology,EDP Services
Chris Coons (D-DE),"$59,300",OSCYX,Oppenheimer Main Street Small Cap Fund,Technology,EDP Services
Lindsey Graham (R-SC),"$59,300",VDADX,Vanguard Dividend Apprec Index,Technology,EDP Services
David Perdue (R-GA),"$59,300",KN,Knowles Corp,Technology,EDP Services
Roger Wicker (R-MS),"$59,200",WMT,Wal-Mart Stores,Technology,EDP Services
Dianne Feinstein (D-CA),"$59,200",HASI,Hannon Armstrong Sustainable Infrastructure,Technology,EDP Services
Mitch McConnell (R-KY),"$59,000",TMCPX,Touchstone Mid Cap Y,Technology,EDP Services
Thad Cochran (R-MS),"$59,000",QCOM,Qualcomm Inc,Technology,EDP Services
Shelley Moore Capito (R-WV),"$58,900",ADP,"Automatic Data Processing, Inc.",Technology,EDP Services
David Perdue (R-GA),"$58,800",PYPL,PayPal Holdings,Technology,Computer Communications Equipment
Tim Kaine (D-VA),"$58,800",IBM,IBM Corp,Technology,Computer Communications Equipment
Jerry Moran (R-KS),"$58,800",MITTX,MFS Massachusetts Investors Trust,Technology,Computer Communications Equipment
Rob Portman (R-OH),"$58,700",IXP,iShares Global Telecom,Technology,Computer Communications Equipment
Thad Cochran (R-MS),"$58,700",NSRGY,Nestle,Technology,Computer Communications Equipment
Tom Carper (D-DE),"$58,500",CSCO,"Cisco Systems, Inc.",Technology,Computer Communications Equipment
Gary Peters (D-MI),"$58,400",CSQ,Calamos Strategic Total Return Fund,Miscellaneous,Business Services
David Perdue (R-GA),"$58,200",VLO,Valero Energy,Miscellaneous,Business Services
Thad Cochran (R-MS),"$58,200",OHI,Omega Healthcare Investors,Miscellaneous,Business Services
Gary Peters (D-MI),"$57,900",GIS,General Mills,Miscellaneous,Business Services
Jerry Moran (R-KS),"$57,700",AMECX,Income Fund of America,Miscellaneous,Business Services
Sheldon Whitehouse (D-RI),"$57,700",ANCFX,American Funds Fundamental Investors Fd,Miscellaneous,Business Services
Sheldon Whitehouse (D-RI),"$57,600",BABA,Alibaba Group Holding Limited,Miscellaneous,Business Services
Joe Manchin (D-WV),"$57,600",DFLVX,Charles Schwab Accounts - DFA US Large Cap Value,Miscellaneous,Business Services
Mark Warner (D-VA),"$57,600",MIPTX,Matthews Pacific Tiger Fund,Miscellaneous,Business Services
Susan Collins (R-ME),"$57,500",RHHBY,Roche Holding AG,Miscellaneous,Business Services
Tom Carper (D-DE),"$57,400",HON,Honeywell International,Miscellaneous,Business Services
Chris Coons (D-DE),"$57,100",OSMNX,Oppenheimer International Small Co N,Miscellaneous,Business Services
David Perdue (R-GA),"$56,900",PRU,Prudential Financial,Miscellaneous,Business Services
Susan Collins (R-ME),"$56,900",DNKN,"Dunkin' Brands Group, Inc.",Miscellaneous,Business Services
Mark Warner (D-VA),"$56,800",AAPIX,Aberdeen Asia Pacific Ex Japan,Miscellaneous,Business Services
John Hoeven (R-ND),"$56,600",VSGAX,Vanguard Small Cap Growth Index,Miscellaneous,Business Services
Tom Carper (D-DE),"$56,500",DUK,Duke Energy,Miscellaneous,Business Services
Chuck Grassley (R-IA),"$56,500",PEEAX,Prudential Jennison Mid Cap Growth Fund,Miscellaneous,Business Services
Rob Portman (R-OH),"$56,400",NVG,Nuveen Dividend Advantage Munic Fund,Miscellaneous,Business Services
Shelley Moore Capito (R-WV),"$56,200",ACN,Accenture plc,Miscellaneous,Business Services
Tom Udall (D-NM),"$56,200",MSIGX,Oppenheimer Main Street Fund,Miscellaneous,Business Services
John Hoeven (R-ND),"$56,100",VBK,Vanguard Small Cap Fund,Miscellaneous,Business Services
Gary Peters (D-MI),"$55,900",VOO,Vanguard 500 Index,Miscellaneous,Business Services
David Perdue (R-GA),"$55,800",DFUSX,DFA US Large Co Fund,Miscellaneous,Business Services
Susan Collins (R-ME),"$55,800",UNH,Unitedhealth Group,Miscellaneous,Business Services
Ben Cardin (D-MD),"$55,700",IJJ,iShares S&P Mid Cap 400 Value Index,Miscellaneous,Business Services
Richard Burr (R-NC),"$55,700",MDLZ,Kraft Foods,Miscellaneous,Business Services
Gary Peters (D-MI),"$55,700",SPY,S&P 500 EFT,Miscellaneous,Business Services
Jack Reed (D-RI),"$55,600",DHR,Danaher Corp,Miscellaneous,Business Services
Shelley Moore Capito (R-WV),"$55,600",NSC,Norfolk Southern,Miscellaneous,Business Services
Gary Peters (D-MI),"$55,400",SVSPX,SSGA S&P 500 Index,Miscellaneous,Business Services
Joe Manchin (D-WV),"$55,300",DFALX,DFA Large Cap International I,Miscellaneous,Business Services
Shelley Moore Capito (R-WV),"$55,300",PFE,Pfizer Inc,Miscellaneous,Business Services
Gary Peters (D-MI),"$55,200",BAC,Bank of America,Miscellaneous,Business Services
Angus King (D-ME),"$55,200",KMB,Kimberly-Clark Corp,Miscellaneous,Business Services
Chris Coons (D-DE),"$55,200",ICSFX,Invesco Comstock Fund,Miscellaneous,Business Services
Steve Daines (R-MT),"$55,100",NWHVX,Nationwide Geneva Mid Cap Growth InSvc,Miscellaneous,Business Services
Pat Toomey (R-PA),"$54,900",XEL,Xcel Energy Inc.,Miscellaneous,Business Services
Steve Daines (R-MT),"$54,900",RAEBX,American Funds AMCAP Fund,Miscellaneous,Business Services
Sheldon Whitehouse (D-RI),"$54,800",AKAM,"Akamai Technologies, Inc.",Miscellaneous,Business Services
Steve Daines (R-MT),"$54,800",COFRX,Columbia Contrarian Core Fund,Technology,Computer Manufacturing
John Boozman (R-AR),"$54,700",KHC,The Kraft Heinz Company,Technology,Computer Manufacturing
John Boozman (R-AR),"$54,600",GD,General Dynamics,Technology,Computer Manufacturing
Ben Cardin (D-MD),"$54,600",EMB,iShares JPMorgan USD Emerging Markets,Technology,Computer Manufacturing
Sheldon Whitehouse (D-RI),"$54,600",RJF,Raymond James Financial,Technology,Computer Manufacturing
Angus King (D-ME),"$54,500",MINIX,MFS International Value Fund,Technology,Computer Manufacturing
Joni Ernst (R-IA),"$54,400",RPEBX,American Funds New Perspective Fund,Technology,Computer Manufacturing
Shelley Moore Capito (R-WV),"$54,300",GD,General Dynamics,Technology,Computer Manufacturing
Mike Rounds (R-SD),"$54,200",VHT,Vanguard World Vanguard Health Care,Technology,Computer Manufacturing
Mike Rounds (R-SD),"$54,200",VBK,Vanguard Small Cap Fund,Technology,Computer Manufacturing
Pat Roberts (R-KS),"$54,200",COST,Costco Wholesale,Technology,Computer Manufacturing
Rob Portman (R-OH),"$54,200",GPGIX,Grandeur Peak Global Opportunities Fund,Technology,Computer Manufacturing
Ben Sasse (R-NE),"$54,100",VWNDX,Vanguard Windsor Fund,Technology,Computer Manufacturing
John Boozman (R-AR),"$54,000",TJX,TJX Companies,Technology,Computer Manufacturing
Pat Roberts (R-KS),"$53,900",CVX,Chevron Corp,Technology,Computer Manufacturing
Thad Cochran (R-MS),"$53,900",ASH,Ashland Inc,Technology,Computer Manufacturing
Mitch McConnell (R-KY),"$53,800",YAFIX,AMG Yacktman Focused Fund,Technology,Computer Manufacturing
Chuck Grassley (R-IA),"$53,700",NBGNX,Neuberger Berman Genesis Fund,Technology,Computer Manufacturing
Lindsey Graham (R-SC),"$53,700",NBGNX,Neuberger Berman Genesis Fund,Technology,Computer Manufacturing
Thad Cochran (R-MS),"$53,700",KKR,KKR & Co,Technology,Computer Manufacturing
Gary Peters (D-MI),"$53,600",MRK,Merck & Co,Technology,Computer Manufacturing
Tom Carper (D-DE),"$53,600",CONE,CyrusOne,Technology,Computer Manufacturing
Gary Peters (D-MI),"$53,400",JNJ,Johnson & Johnson,Technology,Computer Manufacturing
Pat Toomey (R-PA),"$53,400",GE,GE Capital,Technology,Computer Manufacturing
Ed Markey (D-MA),"$53,400",TFFYX,TFFYX - Touchstone Focused Y (NASDAQ),Technology,Computer Manufacturing
Gary Peters (D-MI),"$53,300",WMT,Wal-Mart Stores,Technology,Computer Manufacturing
Bill Cassidy (R-LA),"$53,200",AAPL,Apple Inc.,Technology,Computer Manufacturing
Ted Cruz (R-TX),"$53,100",VNQ,Vanguard REIT ETF,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
Ed Markey (D-MA),"$52,900",FSMAX,Spartan Extended Market Index Advantage Class Mutu,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
